"Simulation 1 x [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 gcorr [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 noise [R = 50m, d = 45m, Regolith = 2m]","Simulation 2 x [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 gcorr [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 noise [R = 100m, d = 45m, Regolith = 2m]","Simulation 3 x [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 gcorr [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 noise [R = 150m, d = 45m, Regolith = 2m]","Simulation 4 x [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 gcorr [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 noise [R = 200m, d = 45m, Regolith = 2m]","Simulation 5 x [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 gcorr [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 noise [R = 250m, d = 45m, Regolith = 2m]"
-103.75,28.952939204510887,-0.006339037722800967,-103.75,28.416228108054877,-0.033743730706705825,-103.75,27.555245422527953,-0.002164799945149618,-103.75,27.060963356222288,0.016756311557470774,-103.75,26.808781904391925,0.06386721646661063
-98.75,28.927103964366214,0.0018390104965895792,-98.75,28.324105325129715,0.007553851736510388,-98.75,27.476115212910187,-0.04271742385661992,-98.75,27.01627393416808,-0.03533099891350833,-98.75,26.783806011817617,0.021686183830728505
-93.75,28.89752591574348,-0.04961335160708551,-93.75,28.2246398713148,-0.004385589271121565,-93.75,27.401077541835992,-0.029202594420458545,-93.75,26.975196456205897,0.0638134586536936,-93.75,26.760451129911214,0.043914607237299896
-88.75,28.863465492653415,0.05056977914708608,-88.75,28.120072084308205,-0.0772016256344794,-88.75,27.330276018777603,-0.0068871646253808845,-88.75,26.937565552002006,-0.07674037218403312,-88.75,26.738521997012974,0.017836941651985006
-83.75,28.824045504591083,-0.06475664016921505,-83.75,28.013093056678855,-0.03743510385715682,-83.75,27.263951341437114,0.03615055257506842,-83.75,26.903075059923566,0.06270804836701528,-83.75,26.717861579519454,0.027500830275045674
-78.75,28.77824972761623,-0.010710550902184276,-78.75,27.9063348076118,0.05326576952512851,-78.75,27.202400113377525,-0.0059856895748747726,-78.75,26.871372408828634,0.04139952063766951,-78.75,26.698345509611784,-0.015759088706898388
-73.75,28.72494942753266,-0.012552929156037338,-73.75,27.801981584545533,-0.018527070714751417,-73.75,27.145864830892283,0.15523482074846673,-73.75,26.842126543067675,-0.06307138796111926,-73.75,26.679876996193013,-0.07131552974903727
-68.75,28.662982598900168,0.010777384975502978,-68.75,27.701663459110588,-0.07109023170511035,-68.75,27.09439688075887,-0.052478287267713655,-68.75,26.81505689388644,-0.051019293232210876,-68.75,26.662382744284105,-0.07875411995806057
-63.75,28.591318542340073,0.009534976636374017,-63.75,27.606579421595587,0.02714141199290796,-63.75,27.047797708497026,0.0673417130050596,-63.75,26.789938728012075,0.014164299557992777,-63.75,26.645809904845297,-0.030981571519103124
-58.75,28.509334872759716,0.05927723001847338,-58.75,27.517683281795705,0.019884136013655025,-58.75,27.005688542069606,-0.009234644407125256,-58.75,26.766599248049538,0.06366845726624645,-58.75,26.63012395161691,-0.2077193070470921
